103	71	25.994	1	21
103	166	285.282	1	21
194	103	937.674	1	21
261	105	38.064	3	22
105	191	120.922	3	22
87	106	16.468	3	23
187	50	42.258	1	24
188	52	36.973	1	24
109	104	153.784	1	25
190	109	558.4	1	25
109	12	20.258	1	26
190	39	37.479	1	25
166	190	360.665	1	25
191	40	30.421	1	27
193	53	27.536	1	27
194	54	39.715	1	21
195	55	26.074	3	22
90	194	461.911	1	21
197	56	29.182	2	28
81	225	12.5	3	23
200	57	46.779	1	29
199	58	29.025	2	28
201	41	41.46	1	24
202	201	130.832	3	23
203	59	30.822	3	30
82	226	12.5	3	23
84	202	81.944	3	23
204	203	126.574	3	30
204	61	30.169	3	30
205	62	34.785	1	31
206	204	171.756	3	30
206	63	30.399	3	30
207	64	29.581	3	23
209	102	155.863	3	32
92	206	168.252	3	30
214	65	35.295	3	32
216	66	30.076	3	32
95	67	339.084	1	26
203	60	321.665	1	33
259	163	12.5	3	22
91	224	12.12	3	34
196	198	186.19	3	35
200	196	577.319	3	23
83	165	13.823	3	35
205	200	279.715	3	23
207	205	178.841	3	23
85	207	115.104	3	23
93	209	167.932	3	32
184	185	109.84	3	32
185	101	455.693	3	32
249	184	198.377	3	32
186	187	193.753	3	32
187	188	1080.54	3	32
260	218	12.5	3	32
191	193	589.858	3	22
193	195	436.671	3	22
256	197	208.867	3	22
197	199	452.186	3	22
199	210	678.426	3	22
86	97	12.476	3	32
213	211	313.916	3	32
215	213	377.562	3	32
214	215	50.699	3	32
216	214	223.552	3	32
210	217	220.248	3	22
211	219	191.025	3	32
74	98	13.885	3	32
219	220	60.596	3	32
77	99	13.339	3	32
75	100	11.751	3	32
254	222	175.871	3	32
251	189	296.257	3	32
217	216	304.754	3	22
252	212	14.459	3	32
89	192	12.178	3	32
253	181	13.728	3	37
181	182	9.327	3	22
250	186	161.084	3	32
178	3	12.5	3	46
179	2	12.5	3	46
231	4	12.5	3	46
236	5	12.5	3	46
240	6	12.499	3	46
7	242	11.996	3	46
73	7	12.5	3	46
244	8	12.973	3	46
80	9	12.5	1	47
9	180	12.5	1	47
183	51	321.18	1	38
135	68	269.966	3	39
130	69	141.727	3	39
129	70	38.371	1	40
226	45	84.624	3	41
78	48	58.263	3	41
106	108	37.481	3	42
108	107	675.315	3	42
107	10	32.855	3	39
233	162	120.805	3	43
243	168	743.354	3	43
168	169	704.286	3	43
169	158	290.08	3	43
158	170	640.203	3	43
170	171	811.148	3	43
241	159	45.815	3	43
159	164	655.081	3	43
171	173	565.359	3	43
175	172	949.649	3	43
173	176	426.443	3	43
239	160	30.097	3	43
237	177	732.101	3	43
160	167	304.118	3	43
128	11	26.917	1	40
167	208	154.665	3	43
153	152	629.714	3	43
212	154	55.974	3	43
155	161	593.17	3	43
112	14	302.215	3	39
113	13	128.005	3	39
114	15	73.81	1	40
116	16	41.949	3	41
117	116	238.002	3	42
118	119	30.897	1	45
119	42	32.873	1	45
122	17	62.848	1	38
120	18	189.201	3	41
125	19	54.555	1	44
122	20	289.929	3	39
180	21	478.189	1	44
192	127	207.073	3	39
127	179	28.313	3	39
79	22	308.227	3	39
131	23	40.881	1	44
132	25	46.907	3	39
137	26	44.209	1	44
183	43	63.671	3	39
139	27	271.1	3	39
225	44	73.474	3	41
140	28	165.193	1	40
141	29	22.232	3	39
142	227	265.297	3	39
142	30	336.15	3	39
143	31	245.422	3	39
144	32	131.627	3	39
145	46	168.109	3	39
146	33	200.871	3	39
147	34	292.759	3	41
147	35	214.05	3	41
150	36	89.824	3	41
149	37	92.398	3	41
151	38	158.999	3	41
151	178	27.837	3	41
129	24	457.875	3	39
152	175	948.841	3	43
154	156	521.321	3	43
218	153	44.027	3	43
235	155	966.305	3	43
76	110	21.037	3	42
113	111	337.082	3	42
114	112	120.288	3	42
110	114	497.083	3	42
114	115	336.606	3	42
117	113	253.496	3	42
120	118	350.101	3	42
122	121	820.38	3	42
123	122	212.221	3	42
115	124	574.753	3	42
125	123	694.121	3	42
125	117	148.131	3	42
124	125	134.783	3	42
124	157	169.878	3	42
157	126	763.592	3	42
129	128	461.55	3	42
128	131	231.598	3	42
132	130	320.243	3	42
131	133	934.196	3	42
135	132	448.789	3	42
174	134	385.914	3	42
245	135	25.844	3	42
72	174	280.266	3	42
134	136	293.412	3	42
138	183	236.226	3	42
224	139	52.243	3	42
165	138	307.637	3	42
141	265	189.055	3	42
140	142	111.915	3	42
143	141	90.737	3	42
144	140	540.963	3	42
145	143	413.06	3	42
246	145	17.271	3	42
94	96	13.087	3	42
146	144	155.969	3	42
96	146	61.072	3	42
98	147	207.332	3	42
99	47	436.721	3	42
148	149	189.044	3	42
150	247	32.5	3	42
47	150	63.788	3	42
100	148	108.032	3	42
147	151	556.194	3	42
121	120	861.349	3	42
130	129	952.351	3	42
133	137	787.927	3	42
156	223	79.62	3	43
161	221	720.998	3	43
135	49	32.837	3	39
105	88	0	3	1
88	87	0	3	1
196	90	0	1	1
201	81	0	3	1
202	82	0	3	1
227	84	0	3	1
217	95	0	1	1
198	91	0	3	1
198	83	0	3	1
209	85	0	3	1
211	93	0	3	1
184	89	0	3	1
210	92	0	3	1
213	94	0	3	1
215	86	0	3	1
115	80	0	1	1
128	73	0	3	1
3	78	0	3	1
2	79	0	3	1
6	72	0	3	1
8	76	0	3	1
186	263	0	3	1
188	252	0	3	1
189	260	0	3	1
223	261	0	3	1
195	256	0	3	1
189	229	0	3	1
220	254	0	3	1
222	228	0	3	1
164	249	0	3	1
162	262	0	3	1
208	251	0	3	1
1	253	0	3	1
181	255	0	3	1
182	259	0	3	1
185	250	0	3	1
163	231	0	3	1
242	264	0	3	1
177	240	0	3	1
176	236	0	3	1
221	230	0	3	1
232	244	0	3	1
118	257	0	3	1
126	258	0	3	1
136	245	0	3	1
247	266	0	3	1
97	246	0	3	1
151	248	0	3	1
4	234	0	3	1
4	232	0	3	1
5	238	0	3	1
5	235	0	3	1
5	237	0	3	1
6	239	0	3	1
7	241	0	3	1
8	243	0	3	1
4	233	0	3	1
219	74	0	3	1
220	77	0	3	1
222	75	0	3	1
267	1	0	3	1
71	268	0	1	438
50	269	0	1	439
52	270	0	1	440
12	271	0	1	441
39	272	0	1	442
40	273	0	1	439
53	274	0	1	439
54	275	0	1	443
55	276	0	3	444
56	277	0	2	445
57	278	0	1	439
58	279	0	2	445
41	280	0	1	446
59	281	0	3	447
61	282	0	3	448
62	283	0	1	438
63	284	0	3	448
64	285	0	3	444
65	286	0	3	448
66	287	0	3	447
67	288	0	1	438
60	289	0	1	449
51	290	0	1	449
68	291	0	3	447
69	292	0	3	448
70	293	0	1	440
45	294	0	3	450
48	295	0	3	451
10	296	0	3	450
11	297	0	1	440
14	298	0	3	444
13	299	0	3	444
15	300	0	1	440
16	301	0	3	448
42	302	0	1	452
17	303	0	1	452
18	304	0	3	444
19	305	0	1	442
20	306	0	3	448
21	307	0	1	442
22	308	0	3	448
23	309	0	1	443
25	310	0	3	447
26	311	0	1	443
43	312	0	3	453
27	313	0	3	447
44	314	0	3	450
28	315	0	1	440
29	316	0	1	454
30	317	0	3	448
31	318	0	3	447
32	319	0	3	444
46	320	0	3	448
33	321	0	3	447
34	322	0	3	453
35	323	0	3	453
36	324	0	3	455
37	325	0	3	455
38	326	0	3	444
24	327	0	3	456
47	328	0	3	453
49	329	0	3	444
432	400	25.994	1	21
432	495	285.282	1	21
523	432	937.674	1	21
590	434	38.064	3	22
434	520	120.922	3	22
416	435	16.468	3	23
516	379	42.258	1	24
517	381	36.973	1	24
438	433	153.784	1	25
519	438	558.4	1	25
438	341	20.258	1	26
519	368	37.479	1	25
495	519	360.665	1	25
520	369	30.421	1	27
522	382	27.536	1	27
523	383	39.715	1	21
524	384	26.074	3	22
419	523	461.911	1	21
526	385	29.182	2	28
410	554	12.5	3	23
529	386	46.779	1	29
528	387	29.025	2	28
530	370	41.46	1	24
531	530	130.832	3	23
532	388	30.822	3	30
411	555	12.5	3	23
413	531	81.944	3	23
533	532	126.574	3	30
533	390	30.169	3	30
534	391	34.785	1	31
535	533	171.756	3	30
535	392	30.399	3	30
536	393	29.581	3	23
538	431	155.863	3	32
421	535	168.252	3	30
543	394	35.295	3	32
545	395	30.076	3	32
424	396	339.084	1	26
532	389	321.665	1	33
588	492	12.5	3	22
420	553	12.12	3	34
525	527	186.19	3	35
529	525	577.319	3	23
412	494	13.823	3	35
534	529	279.715	3	23
536	534	178.841	3	23
414	536	115.104	3	23
422	538	167.932	3	32
513	514	109.84	3	32
514	430	455.693	3	32
578	513	198.377	3	32
515	516	193.753	3	32
516	517	1080.54	3	32
589	547	12.5	3	32
520	522	589.858	3	22
522	524	436.671	3	22
585	526	208.867	3	22
526	528	452.186	3	22
528	539	678.426	3	22
415	426	12.476	3	32
542	540	313.916	3	32
544	542	377.562	3	32
543	544	50.699	3	32
545	543	223.552	3	32
539	546	220.248	3	22
540	548	191.025	3	32
403	427	13.885	3	32
548	549	60.596	3	32
406	428	13.339	3	32
404	429	11.751	3	32
583	551	175.871	3	32
580	518	296.257	3	32
546	545	304.754	3	22
581	541	14.459	3	32
418	521	12.178	3	32
582	510	13.728	3	37
