1	0	0	0	0	0	0	0.380142990241005
2	0	0	0	0	0	0	0.812832533015109
3	0	0	0	0	0	0	0.244095915571690
4	0	0	0	0	0	0	0.884422659093575
5	0	0	0	0	0	0	0.712646794759150
6	0	0	0	0	0	0	0.378148438082143
7	0	0	0	0	0	0	0.248919610995933
8	0	0	0	0	0	0	0.252853745239273
9	0	0	0	0	0	0	0.767243594526935
10	0	0	0	0	0	0	0.0498618850472403
11	0	0	0	0	0	0	0.685288567608909
12	0	0	0	0	0	0	0.620278122151001
13	0	0	0	0	0	0	0.746684629968725
14	0	0	0	0	0	0	0.977255648345669
15	0	0	0	0	0	0	0.383913512660615
16	0	0	0	0	0	0	0.260205602313722
17	0	0	0	0	0	0	0.877469536014124
18	0	0	0	0	0	0	0.806095983510647
19	0	0	0	0	0	0	0.461121079779699
20	0	0	0	0	0	0	0.0909616879242212
21	0	0	0	0	0	0	0.564268825273198
22	0	0	0	0	0	0	0.187382889148607
23	0	0	0	0	0	0	0.531689585894733
24	0	0	0	0	0	0	0.355033321773383
25	0	0	0	0	0	0	0.314783504755494
26	0	0	0	0	0	0	0.726741468842694
27	0	0	0	0	0	0	0.515772858133538
28	0	0	0	0	0	0	0.790644897912478
29	0	0	0	0	0	0	0.204492581358956
30	0	0	0	0	0	0	0.678106077559796
31	0	0	0	0	0	0	0.0524855426380236
32	0	0	0	0	0	0	0.801172362362499
33	0	0	0	0	0	0	0.678568638819314
34	0	0	0	0	0	0	0.946008945084062
35	0	0	0	0	0	0	0.0915581428748301
36	0	0	0	0	0	0	0.908438370578178
37	0	0	0	0	0	0	0.509953037053204
38	0	0	0	0	0	0	0.614903565140055
39	0	0	0	0	0	0	0.316071200885960
40	0	0	0	0	0	0	0.0774874815154217
41	0	0	0	0	0	0	0.850614066003707
42	0	0	0	0	0	0	0.144526906948512
43	0	0	0	0	0	0	0.370485792654012
44	0	0	0	0	0	0	0.622391433081251
45	0	0	0	0	0	0	0.997551902431370
46	0	0	0	0	0	0	0.517344133245693
47	0	0	0	0	0	0	0.990511215150315
48	0	0	0	0	0	0	0.226534462555839
49	0	0	0	0	0	0	0.398005186420214
50	0	0	0	0	0	0	0.696568689511640
51	0	0	0	0	0	0	0.0646407594535227
52	0	0	0	0	0	0	0.747661582378364
53	0	0	0	0	0	0	0.420400431232813
54	0	0	0	0	0	0	0.811317420238023
55	0	0	0	0	0	0	0.379605285770611
56	0	0	0	0	0	0	0.319067820216784
57	0	0	0	0	0	0	0.986051066726614
58	0	0	0	0	0	0	0.718180905209727
59	0	0	0	0	0	0	0.413183358569897
60	0	0	0	0	0	0	0.0986302372429138
61	0	0	0	0	0	0	0.734559125166410
62	0	0	0	0	0	0	0.637306290353483
63	0	0	0	0	0	0	0.0738418767360661
64	0	0	0	0	0	0	0.120508166401978
65	0	0	0	0	0	0	0.981596208916383
66	0	0	0	0	0	0	0.496799421779149
67	0	0	0	0	0	0	0.0224136544401531
68	0	0	0	0	0	0	0.0538315489695107
69	0	0	0	0	0	0	0.140873797601841
70	0	0	0	0	0	0	0.893474311740186
71	0	0	0	0	0	0	0.465820073116048
72	0	0	0	0	0	0	0.560856738133542
73	0	0	0	0	0	0	0.494456347383399
74	0	0	0	0	0	0	0.0677854884858151
75	0	0	0	0	0	0	0.897646542373691
76	0	0	0	0	0	0	0.288565308881261
77	0	0	0	0	0	0	0.269046814753517
78	0	0	0	0	0	0	0.594194175430363
79	0	0	0	0	0	0	0.475879024056308
80	0	0	0	0	0	0	0.368311038073403
81	0	0	0	0	0	0	0.655611090496500
82	0	0	0	0	0	0	0.938200405804263
83	0	0	0	0	0	0	0.620425185783994
84	0	0	0	0	0	0	0.282840091614325
85	0	0	0	0	0	0	0.205181251932987
86	0	0	0	0	0	0	0.439134081593786
87	0	0	0	0	0	0	0.0272502196608165
88	0	0	0	0	0	0	0.876184335960346
89	0	0	0	0	0	0	0.610092246274455
90	0	0	0	0	0	0	0.203592380287419
91	0	0	0	0	0	0	0.519916824790401
92	0	0	0	0	0	0	0.0538243021501204
93	0	0	0	0	0	0	0.862187431116879
94	0	0	0	0	0	0	0.442934666053869
95	0	0	0	0	0	0	0.548009157335659
96	0	0	0	0	0	0	0.566860831789241
97	0	0	0	0	0	0	0.680394991214306
98	0	0	0	0	0	0	0.371378578093092
99	0	0	0	0	0	0	0.0782287091856850
100	0	0	0	0	0	0	0.456350723650029
101	0	0	0	0	0	0	0.0478438001602993
102	0	0	0	0	0	0	0.738256992026790
103	0	0	0	0	0	0	0.0380015353959609
104	0	0	0	0	0	0	0.954244324359415
105	0	0	0	0	0	0	0.742372334463615
106	0	0	0	0	0	0	0.937449567040730
107	0	0	0	0	0	0	0.513363986157654
108	0	0	0	0	0	0	0.240904799077728
